resp_id,date,Agree,Citizenship,age,agegroup,agegroup5,gender,educ,educ5,religiosity,v9,v10,v11,v12,v700,v15,v16,v17,Attention,v19,v701,v20,v702,v21,v36,v703,v708,v18,v704,v27,v28,v29,v30,v31,v33,v35,v45,v52A,v50,v51,v622A,v622B,v622C,v623,v91,v104,v706,v111,v612,v613_1,v613_2,v613_3,v613_4,v613_5,v613_6,v613_7,v613_8,v613_9,v613_10,v613_30,v614_1,v614_2,v614_3,v614_4,v614_5,v614_6,v614_7,v614_8,v110,v710,v119,v120,v121,v122,v123,v125,v126,v127,v128,v129,v130,v400,v401,v402,v403,v409,v410,v411_1,v411_2,v411_3,v411_4,v411_5,v411_6,v411_7,v411_8,v411_9,v411_10,v411_11,v412,v413_1,v413_2,v413_3,v413_4,v413_5,v413_6,v415,v416,v417,v418,v132,v133,v143,v131,v513,v134,v139,sector,DEVICE_TYPE,SURVEY_MODE,w_jews,w_arabs,w_sample,District_CBS
296421,04/03/2025,1,1,,2,1,1,7,3,1,4,2,1,4,4,1,3,4,2,4,4,1,1,2,2,1,10,3,1,,,,,,1,1,2,7,9,4,8,7,7,5,1,99,99,3,5,,,,,,,,1,1,1,,,,,,,,1,,8,5,4,1,1,4,2,3,3,1,1,1,1,1,2,4,3,2,4,,,,,,,,1,1,,,7,1,,,,,,3,4,2,4,3,3,1,1,7,,4,1,Mobile,1,0.698,,0.677,1
296422,04/03/2025,1,1,,6,5,1,4,1,5,3,3,1,4,4,4,1,3,2,4,3,2,3,3,3,2,1,9,1,,,,,,2,3,2,6,7,5,3,8,8,1,1,30,4,1,5,1,1,1,,,,,1,1,,,,1,1,1,,,,,7,4,4,2,2,4,1,2,2,2,2,2,3,2,,4,3,1,3,,,,,,,,1,,,,10,1,,,,,,4,4,2,3,2,6,1,1,6,,3,1,Mobile,1,1.355,,1.314,4
296424,04/03/2025,1,1,,7,5,1,6,3,5,4,4,5,2,2,3,4,2,2,2,1,3,3,3,4,4,9,10,5,,,,,,1,1,1,1,3,10,5,10,5,9,1,8,9,7,4,,,1,1,1,1,1,,,,,1,1,1,,,,,,1,1,3,1,1,4,4,1,1,3,2,2,2,1,2,4,3,1,1,1,,1,,,,,,,,,1,,1,1,,,,4,4,3,3,2,4,1,1,6,,3,1,Mobile,1,0.845,,0.82,5
296425,04/03/2025,1,1,57,5,4,2,4,1,5,5,4,5,3,3,2,1,3,2,4,3,4,4,4,4,4,10,10,1,,,,,,2,2,2,5,5,5,3,5,5,5,2,97,1,4,4,1,1,,,,,,,,,,,1,,,,,,,5,3,3,4,3,4,4,3,3,3,3,4,4,1,3,4,4,1,3,1,,1,,1,,,1,,,,10,1,,,,,,4,4,4,4,2,5,1,2,4,,1,1,Mobile,1,0.9,,0.873,5
296426,04/03/2025,1,1,29,2,1,2,7,3,1,4,3,4,4,4,2,4,1,2,1,3,98,4,1,98,98,9,0,1,,,,,,4,1,3,6,10,0,10,8,10,0,1,1,1,1,2,1,,,,,,,1,,,,,,,,,,1,,3,98,2,1,4,3,1,2,2,2,2,4,2,1,5,4,2,1,3,1,,,,,,,,,,,10,1,,,,,,4,4,4,4,4,4,1,2,4,,3,1,PC,1,0.682,,0.661,5
296427,04/03/2025,1,1,,3,2,2,6,3,5,5,3,3,4,3,3,4,1,2,4,3,4,3,4,3,3,10,10,1,,,,,,3,4,2,5,5,6,6,10,8,4,1,3,2,4,5,1,1,1,,1,,,1,,,,,1,1,,,,,,4,3,3,3,3,3,3,2,2,2,2,4,4,1,5,4,2,1,4,,,,1,1,,,1,,,,6,,1,,,,,4,4,4,4,1,6,1,1,3,1990,3,1,Mobile,1,0.617,,0.599,3
296429,04/03/2025,1,1,,5,4,1,9,5,5,5,3,5,3,3,4,3,1,2,3,3,2,2,4,4,4,9,8,5,,,,,,2,1,2,2,7,7,3,10,7,4,1,30,3,3,5,1,1,,,,,,,,,,,1,,,,,,,4,1,4,2,2,3,3,1,2,3,2,2,2,2,,4,3,1,2,,,1,,1,,,1,,,,8,1,,,,,,3,3,2,2,1,6,5,1,3,1997,4,1,PC,1,0.647,,0.628,4
296430,04/03/2025,1,1,,5,4,2,6,3,3,4,3,3,4,4,1,2,3,2,4,4,4,3,1,2,2,8,6,3,,,,,,3,1,3,10,10,5,10,10,10,8,2,1,1,1,2,,,,,1,,,1,,,,,,,1,,,,,8,98,4,2,2,3,2,4,3,3,4,4,3,1,5,4,3,1,4,,,1,,1,,,,,,,2,1,,,,,,4,3,4,4,3,5,1,2,5,,4,1,Mobile,1,0.767,,0.744,2
296431,04/03/2025,1,1,58,5,4,2,7,3,5,5,3,5,2,1,4,3,2,2,1,1,4,4,4,4,4,10,10,4,,,,,,2,2,1,0,5,10,2,10,5,4,1,3,9,7,5,1,1,,,1,1,,,,,,,1,,,,,,,1,1,3,4,2,4,2,1,1,4,2,4,2,1,3,4,4,1,4,,,1,,,,,,,,,10,,1,1,,,,3,3,3,3,2,4,1,2,5,,5,1,Mobile,1,0.561,,0.544,5
296432,04/03/2025,1,1,,2,1,2,8,4,5,4,4,5,3,1,4,3,1,2,3,3,3,3,2,4,3,9,8,4,,,,,,3,1,3,1,5,8,2,9,5,3,1,3,2,5,4,1,,,,,1,,,,,,,1,1,,,,,,3,1,3,2,2,4,3,2,2,3,2,4,4,1,5,3,3,1,3,,,1,,,,,1,,,,5,,1,,,,,4,4,3,3,2,5,1,4,4,,2,1,Mobile,1,0.871,,0.845,5
296433,04/03/2025,1,1,,6,5,2,8,4,5,4,4,5,3,2,4,3,1,2,2,1,3,3,3,3,3,8,8,3,,,,,,3,3,2,2,2,7,1,8,6,4,1,3,3,6,5,1,1,,,,,,,,,,,1,,,,,,,4,2,3,2,3,2,1,2,2,2,2,2,2,2,,4,4,1,3,1,,1,,1,,,,1,,,4,,1,,,,,3,3,3,3,2,5,1,1,5,,3,1,PC,1,1.107,,1.074,3
296434,04/03/2025,1,1,66,6,5,2,4,1,5,5,4,4,3,4,4,3,2,2,4,3,3,2,3,4,98,10,7,3,,,,,,2,1,1,1,8,7,6,9,9,4,1,30,1,5,5,,1,,,,,,,,,,1,1,1,,,,,1,2,2,4,2,1,2,1,1,2,98,2,4,3,2,,4,3,1,98,,,,,,,,1,,,,2,,1,,,,,4,4,4,4,2,5,1,4,4,,4,1,PC,1,1.322,,1.283,2
296436,04/03/2025,1,1,23,2,1,2,7,3,5,4,3,2,2,3,2,4,3,2,3,2,2,2,2,4,2,3,6,3,,,,,,3,2,3,4,8,4,5,9,7,4,1,7,7,2,2,,1,,,,1,,,,,,,1,,,,,,,3,2,3,3,2,3,3,2,2,3,3,4,2,1,4,3,2,1,5,,,,1,,,,,,,,6,1,,,,,,4,2,3,3,2,6,1,1,2,2012,5,1,Mobile,1,0.649,,0.629,2
296437,04/03/2025,1,1,32,3,2,2,9,5,2,4,1,5,4,4,2,1,4,2,4,4,3,4,1,1,1,3,0,1,,,,,,2,1,1,8,10,2,7,6,10,0,1,4,4,1,5,1,,,,,,,1,,,,,,,,,,1,,9,5,4,1,2,1,1,3,3,1,2,3,1,1,4,4,3,1,1,,,,1,1,1,,1,,,,10,1,,,,,,4,4,4,4,4,1,1,2,4,,4,1,Mobile,1,0.937,,0.908,6
296438,04/03/2025,1,1,38,3,2,2,8,4,4,5,3,4,4,4,1,4,2,2,4,3,2,4,3,3,2,0,3,2,,,,,,1,1,2,8,10,2,2,10,10,1,1,9,4,1,4,1,1,1,,1,,,,,,,,,,1,,,,1,8,5,3,1,1,2,1,3,3,2,2,4,2,1,3,4,4,1,4,,,1,1,1,1,,1,,,,7,1,,,,,,3,3,3,3,2,5,1,3,4,,3,1,Mobile,1,0.892,,0.865,4
296439,04/03/2025,1,1,74,7,5,2,9,5,5,4,3,5,3,1,4,3,1,2,3,3,3,4,4,4,4,10,9,4,,,,,,2,2,2,3,3,3,3,7,3,6,1,97,99,5,5,,1,,1,,,,,,,,1,1,,,,,,,4,2,4,4,4,4,2,2,98,98,98,98,98,1,5,4,4,1,3,,,1,,1,,,,,,,8,1,,,,,,4,4,4,4,2,5,1,1,4,,2,1,PC,1,0.928,,0.9,5
296440,04/03/2025,1,1,,7,5,2,5,2,4,3,2,1,4,4,1,2,4,2,4,3,2,3,1,3,1,1,1,1,,,,,,3,1,2,10,7,4,6,7,8,1,1,1,1,1,5,1,1,1,,1,1,1,1,1,,,,,,1,,,,,8,5,3,1,1,3,1,3,3,1,2,1,1,1,2,4,2,2,4,,,,,1,,,1,,,,8,1,,,,,,3,4,3,3,2,5,1,3,5,,4,1,Mobile,1,1.491,,1.446,4
296441,04/03/2025,1,1,46,4,3,2,8,4,5,5,4,5,98,98,4,3,1,2,2,1,3,4,4,4,4,10,8,4,,,,,,3,2,1,4,8,8,8,8,8,8,1,8,3,5,4,1,1,,,1,1,,,,,,1,1,1,,,,,,1,1,4,1,1,3,1,1,1,3,2,4,2,1,4,4,3,1,98,,,1,,1,,,,,,,5,,1,,,,,3,3,98,98,2,5,1,2,5,,4,1,Mobile,1,0.92,,0.892,1
296442,04/03/2025,1,1,,6,5,2,9,5,4,3,3,4,4,3,2,3,1,2,4,3,3,3,1,3,2,3,5,1,,,,,,2,2,1,8,9,5,6,7,10,0,1,5,5,3,5,1,1,,,,,,,,,,,,1,,,,,,6,3,3,2,2,3,2,3,3,3,3,3,4,2,,4,4,1,5,1,,,,,,,,,,,8,1,,,,,,3,3,3,3,3,2,1,4,5,,5,1,Mobile,1,0.999,,0.969,4
296443,04/03/2025,1,1,57,5,4,1,4,1,4,3,3,1,2,4,1,4,3,2,3,4,3,3,2,2,2,0,3,3,,,,,,3,1,2,10,8,6,8,9,8,5,1,1,1,2,3,1,1,,,,,,,1,,,1,,,1,,,,1,8,4,3,2,3,3,3,3,4,1,3,3,3,2,,4,1,2,5,,,1,,,,1,1,1,,,10,,,,,1,,4,4,3,4,3,3,1,2,5,,4,1,Mobile,1,0.993,,0.963,2
296444,04/03/2025,1,1,32,3,2,1,8,4,5,4,3,2,4,4,3,1,4,2,4,2,1,1,3,4,2,10,7,2,,,,,,1,3,2,3,8,5,3,10,6,3,1,3,3,2,3,,1,,1,,,,,1,,,,1,,,,,,,7,2,3,3,3,3,4,2,3,3,1,2,4,1,5,2,3,1,4,,,,,1,,,,,,,9,,1,,,,,4,4,3,2,1,5,1,1,4,,4,1,Mobile,1,0.849,,0.823,4
296445,04/03/2025,1,1,,4,3,2,8,4,5,4,4,4,3,4,4,3,2,2,3,3,3,3,4,4,2,10,10,1,,,,,,3,3,2,4,5,3,3,6,6,1,1,97,3,4,5,,,,,,,,,1,1,,,1,,,,,,,6,3,3,3,3,2,1,3,3,3,3,3,3,2,,4,2,1,3,,,,,,,,1,,,,10,,1,,,,,3,3,3,98,2,6,1,3,5,,1,1,Mobile,1,0.92,,0.892,5
296446,04/03/2025,1,1,,2,1,2,5,2,5,4,4,5,3,3,4,3,1,2,2,1,3,3,3,4,4,6,6,4,,,,,,3,2,2,4,3,7,0,10,5,4,1,3,3,5,3,1,1,,,,,,,,,,,1,,,,,,,4,3,3,2,2,3,3,2,2,2,2,3,2,1,4,4,4,1,3,,,1,,1,,,,,,,4,1,,,,,,3,2,3,3,2,6,1,1,4,,4,1,Mobile,1,1.089,,1.057,3
296447,04/03/2025,1,1,,3,2,1,1,1,1,4,2,1,4,4,1,4,3,2,4,4,3,4,1,1,1,1,1,1,,,,,,2,1,2,9,9,1,10,6,8,0,1,6,6,2,4,,,,1,,,,,,,1,,,,,,,1,,7,5,2,3,3,2,1,2,1,1,2,3,2,2,,4,4,98,5,,,,1,1,,,1,,,,1,1,,,,,,3,3,3,3,4,1,1,1,6,,3,1,PC,1,1.065,,1.033,5
296448,04/03/2025,1,1,,5,4,1,6,3,4,5,4,4,3,4,1,3,4,2,3,3,3,4,4,4,4,10,10,3,,,,,,3,2,2,0,7,5,0,10,10,5,1,7,8,2,5,1,1,,,,,,,,,,1,1,,,,,,,1,1,3,2,2,2,1,1,1,2,1,3,2,1,1,4,2,1,1,,,1,,1,,1,1,,,,4,,1,1,,,,4,4,2,3,2,4,1,3,5,,5,1,Mobile,1,0.619,,0.601,5
296450,04/03/2025,1,1,,5,4,1,9,5,4,5,3,1,4,4,2,1,3,2,4,3,2,3,1,3,1,0,3,1,,,,,,1,2,1,8,10,4,6,3,8,1,1,9,4,3,5,,1,1,,,,,1,,,,,,,1,,,,,5,5,4,1,1,4,3,4,2,1,3,2,1,2,,4,4,2,1,,,1,,,,1,1,,,,5,1,,,,,,4,4,2,4,2,5,1,4,6,,5,1,Mobile,1,0.696,,0.676,4
296452,04/03/2025,1,1,,3,2,1,4,1,5,3,3,2,4,4,3,1,4,2,2,3,3,4,4,3,3,8,7,4,,,,,,1,2,2,0,5,5,4,10,7,4,2,7,2,4,4,1,1,,,,,,,,,,,1,,,,,,,3,1,3,4,3,4,4,1,2,4,2,3,2,2,,4,3,1,2,,,1,,,,1,1,,,,5,1,,,,,,3,3,1,2,2,6,1,1,7,,2,1,PC,1,1.014,,0.984,3
296453,04/03/2025,1,1,,5,4,1,8,4,5,3,3,2,4,4,4,1,2,2,4,3,3,3,4,4,3,5,3,1,,,,,,2,2,2,5,7,5,0,10,7,0,1,7,7,2,4,1,,,,,,,,,,,1,,,,,,,,3,3,3,1,2,2,1,1,1,2,2,3,2,1,5,4,4,2,4,,,1,,,,,1,,,,5,1,,,,,,4,3,3,3,1,5,1,3,5,,3,1,Mobile,1,0.772,,0.748,1
296454,04/03/2025,1,1,33,3,2,1,6,3,3,4,2,3,3,4,1,4,3,2,3,4,2,98,2,98,3,5,4,3,,,,,,3,2,2,8,8,5,7,8,10,4,1,97,1,1,4,1,1,,1,,1,1,,,,,1,1,1,1,,,,,7,4,4,2,1,3,1,2,2,2,2,4,2,1,5,4,4,98,4,,,1,1,1,1,,1,1,,,6,1,,,,,,4,4,4,4,2,4,1,4,5,,3,1,Mobile,1,0.864,,0.838,6
296456,04/03/2025,1,1,39,3,2,2,9,5,1,4,4,2,4,4,1,4,2,2,4,1,4,3,1,1,1,2,1,1,,,,,,4,2,2,6,10,5,10,6,10,0,1,6,6,2,4,,,1,1,,,,,,,,,,,,,,1,,4,5,4,4,4,1,2,2,2,1,2,3,2,1,5,4,3,1,5,,,,1,1,,,,,,,8,1,,,,,,3,4,4,3,4,2,1,1,4,,4,1,PC,1,0.729,,0.708,1
296458,04/03/2025,1,1,49,4,3,1,8,4,5,5,3,1,3,2,3,1,4,2,2,1,2,2,4,4,3,10,9,5,,,,,,1,1,1,0,5,6,1,10,3,1,1,2,2,5,5,1,1,1,,,,,,1,1,,1,1,1,,,,,,2,1,4,1,2,4,4,1,2,4,2,4,3,2,,4,3,1,2,1,,1,,1,,1,1,1,,,7,,1,,,,,4,4,3,3,2,6,1,1,4,,4,1,Mobile,1,0.943,,0.914,4
296459,04/03/2025,1,1,29,2,1,2,6,3,1,4,3,3,4,4,1,4,2,2,4,3,4,4,1,1,1,7,0,1,,,,,,2,4,2,6,10,0,10,5,5,0,1,6,6,1,5,1,,,,,,,,,,,,,,,,,1,,1,5,4,3,4,4,3,2,2,1,2,2,2,2,,4,4,1,4,,,,1,,,,1,1,,,10,1,,,,,,3,4,3,3,4,4,1,1,6,,2,1,PC,1,0.682,,0.661,4
296461,04/03/2025,1,1,,5,4,2,5,2,4,3,3,2,4,4,1,2,3,2,4,3,3,4,4,3,1,3,0,1,,,,,,1,1,3,10,10,0,5,10,10,0,1,1,1,1,3,1,1,,,,,,,1,,,,,,1,,,,,8,2,3,4,3,3,1,3,2,1,3,3,2,1,2,4,2,1,4,,,,,,,,1,,,,10,1,,,,,,4,4,3,4,2,4,1,2,5,,3,1,PC,1,1.014,,0.984,6
296462,04/03/2025,1,1,,7,5,2,9,5,5,4,3,4,2,3,4,1,2,2,3,1,3,2,2,3,3,10,5,98,,,,,,3,1,3,2,5,7,5,9,5,7,1,3,3,5,3,,1,1,1,,,,,,,1,1,1,1,,,,,,4,2,4,2,98,4,3,2,2,3,3,4,4,1,3,4,2,1,3,1,,1,1,1,,1,1,,,,7,,1,,1,,,3,3,3,3,2,5,1,4,5,,3,1,Mobile,1,0.928,,0.9,3
296463,04/03/2025,1,1,66,6,5,2,8,4,5,5,3,3,2,1,4,3,1,2,2,1,3,1,4,4,4,8,10,2,,,,,,3,1,1,1,2,9,1,10,6,4,1,8,9,6,5,1,1,1,1,,,,,,,,1,1,1,,,,,,3,1,3,2,3,4,4,1,2,4,2,3,4,1,4,4,1,1,3,,,1,,,,,1,,,,5,,1,,,,,2,2,2,2,1,6,1,3,5,,3,1,Mobile,1,1.107,,1.074,6
296464,04/03/2025,1,1,,3,2,2,5,2,4,5,4,3,4,4,4,3,2,2,4,3,4,3,2,3,3,10,5,1,,,,,,4,3,3,6,10,0,7,8,8,3,2,10,1,2,2,,,,,1,,,,,,,,1,,,,,,,7,3,3,4,3,4,2,2,2,4,3,2,3,2,,4,2,1,3,,,1,,,,,,,,,5,1,,,,,,3,3,4,2,3,4,1,3,5,,1,1,Mobile,1,1.116,,1.082,3
296466,04/03/2025,1,1,,4,3,1,3,1,1,2,3,2,4,4,4,1,3,2,3,4,98,4,1,1,1,8,0,1,,,,,,3,1,1,8,7,3,10,6,5,3,1,5,5,4,4,1,,,,,,,,,,,,,,,,,1,,4,5,2,2,2,3,2,2,2,1,2,2,2,2,,4,3,1,4,,,,,,,,1,,,,1,1,,,,,,3,3,3,3,4,1,1,2,6,,2,1,PC,1,1.183,,1.147,3
296467,04/03/2025,1,1,,5,4,1,8,4,5,4,3,5,2,3,3,4,1,2,2,1,2,3,4,4,4,10,9,5,,,,,,1,1,1,1,5,9,3,10,5,7,1,2,2,4,5,1,,,,1,,,1,1,,,1,1,1,,,,,,7,1,4,2,2,4,3,2,1,4,2,3,2,1,5,4,3,1,4,1,,1,,1,,1,,,,,2,,1,1,,,,4,3,3,3,1,5,1,1,4,,4,1,Mobile,1,0.772,,0.748,4
296468,04/03/2025,1,1,,6,5,1,9,5,5,5,3,2,3,4,3,4,1,2,1,1,3,3,4,4,3,10,7,5,,,,,,3,2,2,4,5,9,2,98,6,4,1,8,3,5,5,1,1,1,1,,,,,,,,1,1,1,,,,,,3,1,4,1,1,4,3,1,1,4,1,2,3,2,,4,4,1,2,,,1,,1,,1,,,,,1,,,1,,,,3,3,2,3,1,5,1,4,2,1964,5,1,Mobile,1,0.951,,0.922,5
296469,04/03/2025,1,1,,8,5,2,9,5,5,4,2,3,3,98,1,4,3,2,98,4,4,98,3,98,3,2,10,98,,,,,,2,2,4,0,4,7,0,10,6,5,1,99,99,4,3,,,,,,,,,,,1,,,,,,,1,,1,1,3,4,3,3,1,2,1,3,3,4,3,1,99,4,4,1,3,,,,,,,,,,,1,5,,1,,,,,3,3,3,3,2,99,1,1,6,,4,1,Mobile,1,0.928,,0.9,4
296470,04/03/2025,1,1,,5,4,2,6,3,4,4,4,3,4,4,1,2,3,2,3,3,2,3,2,3,2,6,5,1,,,,,,2,2,2,4,6,5,3,5,8,3,1,3,3,4,4,,1,,,,,,,,,,1,1,,1,,,,,5,3,3,3,3,2,3,2,1,98,3,3,3,1,2,4,2,1,3,,,1,,1,,,1,,,,5,1,,,,,,3,2,3,4,2,5,1,3,5,,4,1,PC,1,0.604,,0.586,6
296473,04/03/2025,1,1,,5,4,2,8,4,3,4,3,2,2,3,3,4,1,2,2,1,3,2,3,3,3,10,3,5,,,,,,2,2,2,0,98,98,98,98,98,98,1,8,8,5,2,1,,,,,,,,,,,,,,,,,1,,3,1,4,98,98,3,3,1,1,2,1,2,98,2,,4,4,1,3,,,1,,1,,,,,,,1,,1,,,,,3,4,3,3,3,5,1,4,4,,3,1,PC,1,1.029,,0.998,1
296475,04/03/2025,1,1,31,3,2,1,8,4,3,4,2,5,4,4,1,2,3,2,4,3,3,2,2,2,2,7,3,1,,,,,,1,2,3,4,8,3,6,8,10,5,1,4,4,2,3,1,,,,1,1,,,,,,,,,,,,1,,6,3,2,1,1,1,1,1,1,1,2,3,1,1,5,2,3,1,1,,,,,1,,,,,,,8,1,,,,,,3,4,4,3,3,4,1,1,6,,4,1,Mobile,1,1.159,,1.125,3
296478,04/03/2025,1,1,,4,3,1,8,4,5,4,5,3,4,98,1,4,3,2,4,3,2,4,3,4,2,10,6,5,,,,,,2,3,2,0,8,8,8,8,8,8,3,30,94,5,4,,,,,,,,,1,,,,,,,,,1,,1,3,98,3,98,4,4,2,1,1,1,1,98,2,,4,4,1,1,,,,1,1,,,1,,,,9,1,,,,,,1,3,3,4,1,6,1,1,3,1990,3,1,Mobile,1,0.943,,0.914,3
296481,04/03/2025,1,1,,4,3,2,9,5,4,5,4,5,3,4,4,3,1,2,4,1,3,2,3,4,3,8,5,2,,,,,,3,3,2,1,8,7,5,7,7,3,1,8,3,4,4,1,1,1,,,,,,,,,,1,,,,,,,1,1,4,2,98,3,3,1,1,2,2,3,2,1,4,4,3,1,3,,,1,,1,,,,1,,,6,1,,,,,,98,98,3,4,2,5,1,4,2,1988,5,1,Mobile,1,0.83,,0.806,5
296482,04/03/2025,1,1,,5,4,2,9,5,2,5,4,5,4,4,1,2,4,2,4,3,3,3,1,2,2,7,3,1,,,,,,2,1,3,6,8,3,3,5,10,2,1,10,4,1,5,1,1,1,,1,,,1,,,,1,,,,,,,,7,4,3,1,2,2,3,2,1,2,2,3,3,1,1,4,2,1,2,,,,1,,1,,1,,,,5,,,,,1,,4,4,3,4,3,1,1,3,4,,5,1,Mobile,1,0.851,,0.826,7
296486,04/03/2025,1,1,35,3,2,2,6,3,1,3,2,3,4,4,1,4,2,2,4,4,3,2,1,1,1,4,0,1,,,,,,3,2,2,6,8,0,10,5,5,0,2,6,6,3,3,,,,1,,,,,,,,,,,,,,1,,1,5,1,1,1,2,3,1,1,1,1,1,1,2,,4,3,2,3,,,,1,,,,1,,,,10,1,,,,,,3,3,3,2,4,4,1,1,4,,5,1,PC,1,0.648,,0.629,1
296487,04/03/2025,1,1,,4,3,1,4,1,4,5,3,2,3,4,4,1,3,2,3,1,4,4,2,3,3,10,5,3,,,,,,3,2,2,3,8,0,1,7,5,1,1,97,3,3,4,,1,,,,,,,,,,,1,,,,,,,5,2,2,2,2,2,2,1,1,2,2,4,98,1,1,4,3,1,4,,,1,,,,,,,,,8,1,,,,,,4,4,3,4,3,5,1,2,5,,3,1,Mobile,1,1.213,,1.176,6
296488,04/03/2025,1,1,,2,1,1,8,4,2,3,2,2,4,4,1,2,4,2,4,3,2,3,1,1,2,1,0,1,,,,,,1,1,1,9,10,7,10,10,10,1,1,9,4,1,5,1,,,,,,,,,,,1,,,1,,,,,8,5,3,2,3,2,1,3,3,2,4,4,3,1,2,2,3,2,4,,,,1,1,1,,1,,,,10,1,,,,,,4,4,4,4,4,1,1,4,4,,3,1,PC,1,1.203,,1.167,6
296489,04/03/2025,1,1,,6,5,2,5,2,4,4,2,5,4,4,2,1,4,2,4,3,4,2,3,3,2,8,4,1,,,,,,3,2,2,5,9,6,1,9,9,2,1,30,4,2,4,1,1,,,,,1,,,,,1,1,1,1,,,,,2,4,3,2,2,98,1,2,2,98,3,1,3,1,2,4,2,1,2,,,1,,,,,1,,,,10,1,,,,,,3,4,3,3,2,5,1,3,5,,4,1,Mobile,1,1.491,,1.446,5
296490,04/03/2025,1,1,26,2,1,1,1,1,1,4,1,1,3,4,1,2,4,2,4,3,3,1,1,1,1,0,0,2,,,,,,3,1,3,9,9,1,10,1,9,0,1,6,6,2,4,,,,1,,,,,,,1,,,,,,,1,,5,5,2,1,3,3,3,2,2,1,1,2,2,2,,4,4,2,5,,,,,,,,1,1,,,10,1,,,,,,4,4,3,4,4,1,1,1,4,,2,1,PC,1,1.119,,1.086,1
296492,04/03/2025,1,1,,4,3,1,7,3,1,5,2,2,4,4,1,2,4,2,4,3,3,2,2,1,2,0,1,1,,,,,,1,3,2,7,9,0,10,5,4,1,2,5,5,1,4,1,,,,,,,,,,,,,,,,,1,,3,5,4,4,4,3,3,3,2,1,1,2,1,1,1,4,3,1,4,,,,,,,,1,,,,8,1,,,,,,4,1,1,4,4,1,1,2,5,,3,1,PC,1,0.738,,0.716,2
296493,04/03/2025,1,1,47,4,3,2,9,5,5,5,3,5,2,1,3,4,1,2,1,1,3,3,4,4,4,10,10,5,,,,,,2,1,1,0,3,9,2,10,4,5,1,8,9,6,4,1,,,1,,,,,,,,,,,,,,1,,2,1,4,1,1,4,3,1,2,3,2,2,2,2,,4,3,1,1,1,,,,,,1,,,,,0,,1,1,,,,3,3,2,3,1,6,1,1,4,,4,1,Mobile,1,0.771,,0.748,1
296494,04/03/2025,1,1,66,6,5,1,4,1,3,3,2,4,4,4,1,2,4,2,4,4,3,3,1,2,1,2,2,2,,,,,,2,3,1,5,10,3,7,7,10,3,1,30,4,1,4,1,,1,,1,,1,1,,,,,,,,,,,1,7,1,3,4,4,2,1,3,3,1,2,3,2,2,,4,4,1,4,,,,1,1,1,,1,,,,9,1,,,,,,4,4,3,3,3,2,1,3,5,,1,1,PC,1,1.851,,1.796,4
296495,04/03/2025,1,1,,5,4,2,5,2,4,4,3,5,4,4,1,2,4,2,4,3,3,3,1,3,1,8,2,1,,,,,,1,1,1,10,10,8,10,10,10,3,1,99,99,1,5,1,1,,1,,,,,,,,,,,1,,,,,10,5,4,3,4,1,1,4,4,2,4,4,1,2,,4,4,2,3,,,,1,,1,,1,,,,10,1,,,,,,4,4,2,4,3,4,1,2,5,,4,1,PC,1,1.014,,0.984,2
296497,04/03/2025,1,1,,6,5,2,8,4,5,5,5,5,3,4,3,4,1,2,2,1,3,3,4,4,4,10,9,2,,,,,,1,1,1,0,3,5,1,9,1,2,1,8,2,4,5,1,,,,1,1,,,,1,,1,1,1,,,,,,1,1,3,1,4,3,2,1,2,4,1,3,1,2,,4,4,1,2,,,1,,,,,,,,,0,,1,,,,,4,3,2,3,2,6,1,3,5,,5,1,PC,1,1.107,,1.074,5
296498,04/03/2025,1,1,,2,1,1,7,3,5,98,98,98,98,98,3,2,1,2,3,3,2,4,2,3,2,6,6,98,,,,,,98,98,98,6,7,4,4,4,6,5,98,5,6,98,3,,,,,,,1,,,,,,1,,,,,,,5,98,2,2,1,1,3,2,2,3,1,2,2,1,2,4,1,2,2,,,,1,,,,,,,,6,,,1,,,,1,1,2,3,2,4,1,1,4,,3,1,Mobile,1,0.665,,0.645,3
296499,04/03/2025,1,1,64,6,5,1,6,3,5,5,4,5,3,4,4,3,2,2,4,2,1,4,4,4,4,10,10,1,,,,,,3,3,2,3,5,2,0,6,3,1,1,98,3,4,5,,1,1,,,,,,,,,1,1,1,,,,,,1,2,3,3,2,3,2,1,2,2,2,2,3,2,,4,4,1,2,,,1,,1,,,1,,,,6,1,,,,,,3,3,3,3,1,5,1,1,3,1990,1,1,Mobile,1,0.845,,0.82,4
296500,04/03/2025,1,1,,2,1,1,9,5,3,4,3,5,2,1,3,2,4,2,3,1,3,3,2,3,3,10,7,5,,,,,,3,2,3,5,5,5,5,7,7,5,2,97,1,4,2,1,,,,,,,,,,,,1,1,1,,,,,5,3,3,1,2,3,2,2,2,2,2,2,3,1,4,3,3,1,2,,,,,,,,,,,1,8,1,,,,,,3,3,98,3,3,4,1,2,4,,4,1,PC,1,1.022,,0.991,2
296501,04/03/2025,1,1,56,5,4,2,6,3,4,4,3,5,3,4,3,4,2,2,2,1,3,2,3,4,4,8,8,2,,,,,,2,1,1,2,2,7,4,8,4,3,1,8,8,6,4,,1,,,,,,1,,,,,1,,,,,,,3,2,4,2,2,3,3,1,2,4,2,3,3,2,,4,4,1,2,,,1,,,,1,,,,,2,,1,1,,,,4,3,4,3,3,4,1,2,5,,3,1,PC,1,0.604,,0.586,5
